,Image,Detections,Confidence %,TP,FP,Acc TP,Acc FP,Precision,Recall
2848,Image 1476,narayan temple,99.94686245918274,1,0,2635,23,0.991346877351392,0.7106256742179072
2849,Image 1016,bhimeleshvara,99.9463140964508,1,0,2636,23,0.9913501316284318,0.7108953613807982
2850,Image 1048,narayan temple,99.94575381278992,1,0,2637,23,0.9913533834586467,0.7111650485436893
2851,Image 641,trailokya mohan,99.9457061290741,1,0,2638,23,0.9913566328447951,0.7114347357065803
2852,Image 1511,kumari ghar,99.9457061290741,1,0,2639,23,0.9913598797896318,0.7117044228694714
2853,Image 175,badrinath temple,99.94533658027649,1,0,2640,23,0.9913631242959069,0.7119741100323624
2854,Image 1500,indrapura,99.94520545005798,1,0,2641,23,0.9913663663663663,0.7122437971952535
2855,Image 281,palace of the 55 windows,99.94500279426575,0,0,2641,23,0.9913663663663663,0.7122437971952535
2856,Image 1145,shveta bhairava,99.94469285011292,1,0,2642,23,0.9913696060037523,0.7125134843581445
2857,Image 131,chayasilin mandap,99.9445378780365,1,0,2643,23,0.9913728432108027,0.7127831715210357
2858,Image 17,narayan temple,99.94418025016785,1,0,2644,23,0.9913760779902512,0.7130528586839266
2859,Image 1960,basantapur tower,99.9440848827362,1,0,2645,23,0.9913793103448276,0.7133225458468176
2860,Image 2035,kumari ghar,99.943608045578,1,0,2646,23,0.9913825402772574,0.7135922330097088
2861,Image 2042,gaddi durbar,99.94333386421204,1,0,2647,23,0.9913857677902622,0.7138619201725998
2862,Image 510,taleju bell_KDS,99.9430000782013,1,0,2648,23,0.9913889928865594,0.7141316073354909
2863,Image 915,lalitpur tower,99.94288086891174,1,0,2649,23,0.9913922155688623,0.7144012944983819
2864,Image 1122,pratap malla column,99.94235038757324,1,0,2650,23,0.9913954358398803,0.714670981661273
2865,Image 1223,mahadev temple,99.94220733642578,0,1,2650,24,0.9910246821241586,0.714670981661273
2866,Image 730,simha sattal,99.94219541549683,1,0,2651,24,0.9910280373831776,0.714940668824164
2867,Image 1133,kala-bhairava,99.94194507598877,1,0,2652,24,0.9910313901345291,0.7152103559870551
2868,Image 940,bhaktapur tower,99.94159936904907,1,0,2653,24,0.9910347403810236,0.7154800431499461
2869,Image 1042,chasin dega,99.94126558303833,1,0,2654,24,0.9910380881254668,0.7157497303128371
2870,Image 293,panchamukhi hanuman,99.9410629272461,1,0,2655,24,0.9910414333706606,0.7160194174757282
2871,Image 1074,indrapura,99.94093179702759,1,0,2656,24,0.991044776119403,0.7162891046386192
2872,Image 564,jagannatha temple,99.94063377380371,1,0,2657,24,0.9910481163744871,0.7165587918015103
2873,Image 5,taleju temple,99.94057416915894,1,0,2658,24,0.9910514541387024,0.7168284789644013
2874,Image 1257,palace of the 55 windows,99.94032382965088,1,0,2659,24,0.9910547894148342,0.7170981661272924
2875,Image 753,bhuvana lakshmeshvara,99.94022846221924,1,0,2660,24,0.9910581222056631,0.7173678532901834
2876,Image 1409,bhuvana lakshmeshvara,99.94022846221924,1,0,2661,24,0.9910614525139665,0.7176375404530745
2877,Image 1267,kedamatha tirtha,99.9394178390503,1,0,2662,24,0.9910647803425168,0.7179072276159655
2878,Image 275,nyatapola temple,99.9392032623291,1,0,2663,24,0.9910681056940827,0.7181769147788565
2879,Image 602,bhuvana lakshmeshvara,99.93778467178345,0,0,2663,24,0.9910681056940827,0.7181769147788565
2880,Image 240,panchamukhi hanuman,99.93757605552673,1,0,2664,24,0.9910714285714286,0.7184466019417476
2881,Image 930,gaddi durbar,99.93684887886047,0,0,2664,24,0.9910714285714286,0.7184466019417476
2882,Image 1764,bhimsen temple,99.93683695793152,1,0,2665,24,0.991074748977315,0.7187162891046386
2883,Image 2053,pratap malla column,99.93669390678406,1,0,2666,24,0.9910780669144982,0.7189859762675297
2884,Image 1381,pratap malla column,99.93628859519958,0,1,2666,25,0.990709773318469,0.7189859762675297
2885,Image 197,palace of the 55 windows,99.93588328361511,0,0,2666,25,0.990709773318469,0.7189859762675297
2886,Image 1971,bhimsen temple,99.9351441860199,1,0,2667,25,0.9907132243684993,0.7192556634304207
2887,Image 1601,basantapur tower,99.93467926979065,1,0,2668,25,0.9907166728555514,0.7195253505933118
2888,Image 1422,vishnu temple,99.934321641922,1,0,2669,25,0.9907201187824796,0.7197950377562028
2889,Image 1503,gaddi durbar,99.93346333503723,1,0,2670,25,0.9907235621521335,0.7200647249190939
2890,Image 1024,kumari ghar,99.93340373039246,1,0,2671,25,0.990727002967359,0.7203344120819849
2891,Image 1243,siddhi lakshmi temple,99.93320107460022,1,0,2672,25,0.9907304412309974,0.7206040992448759
2892,Image 1300,chayasilin mandap,99.93311166763306,1,0,2673,25,0.9907338769458859,0.720873786407767
2893,Image 120,taleju bell_BDS,99.93305206298828,1,0,2674,25,0.9907373101148573,0.721143473570658
2894,Image 1306,siddhi lakshmi temple,99.93127584457397,1,0,2675,25,0.9907407407407407,0.7214131607335491
2895,Image 1466,kasthamandap,99.93109703063965,1,0,2676,25,0.9907441688263606,0.7216828478964401
2896,Image 290,dattatreya temple,99.93070363998413,1,0,2677,25,0.9907475943745374,0.7219525350593312
2897,Image 1161,national gallery,99.93065595626831,0,0,2677,25,0.9907475943745374,0.7219525350593312
2898,Image 1775,bhimsen temple,99.93021488189697,1,0,2678,25,0.9907510173880874,0.7222222222222222
2899,Image 1973,narayan temple,99.93017911911011,1,0,2679,25,0.9907544378698225,0.7224919093851133
2900,Image 1092,indrapura,99.93013143539429,1,0,2680,25,0.9907578558225508,0.7227615965480043
2901,Image 1903,palace of the 55 windows,99.92983341217041,1,0,2681,25,0.9907612712490761,0.7230312837108953
2902,Image 1333,bhimsen temple,99.92961883544922,1,0,2682,25,0.990764684152198,0.7233009708737864
2903,Image 2055,basantapur tower,99.9295711517334,1,0,2683,25,0.9907680945347119,0.7235706580366774
2904,Image 1132,taleju temple,99.9294638633728,1,0,2684,25,0.9907715023994094,0.7238403451995685
2905,Image 1282,national gallery,99.92881417274475,1,0,2685,25,0.9907749077490775,0.7241100323624595
2906,Image 1711,dattatreya temple,99.92855191230774,1,0,2686,25,0.9907783105864995,0.7243797195253506
2907,Image 1574,panchamukhi hanuman,99.92782473564148,1,0,2687,25,0.9907817109144543,0.7246494066882416
2908,Image 624,vishnu temple,99.92764592170715,1,0,2688,25,0.9907851087357169,0.7249190938511327
2909,Image 234,golden gate,99.92762207984924,0,0,2688,25,0.9907851087357169,0.7249190938511327
2910,Image 1503,lalitpur tower,99.92715716362,1,0,2689,25,0.9907885040530582,0.7251887810140237
2911,Image 283,golden gate,99.92673993110657,1,0,2690,25,0.990791896869245,0.7254584681769147
2912,Image 1047,narayan temple,99.92666840553284,1,0,2691,25,0.9907952871870398,0.7257281553398058
2913,Image 645,bhimeleshvara,99.92620348930359,1,0,2692,25,0.9907986750092014,0.7259978425026968
2914,Image 28,gaddi durbar,99.92514252662659,0,0,2692,25,0.9907986750092014,0.7259978425026968
2915,Image 483,bhagavati temple,99.92484450340271,1,0,2693,25,0.9908020603384842,0.7262675296655879
2916,Image 1410,gaddi durbar,99.92440938949585,1,0,2694,25,0.9908054431776389,0.7265372168284789
2917,Image 1395,kumari ghar,99.92407560348511,1,0,2695,25,0.9908088235294118,0.72680690399137
2918,Image 1879,gopinath krishna temple,99.92400407791138,1,0,2696,25,0.9908122013965454,0.727076591154261
2919,Image 896,taleju temple,99.92387294769287,1,0,2697,25,0.9908155767817781,0.7273462783171522
2920,Image 1,taleju temple,99.92367029190063,1,0,2698,25,0.9908189496878443,0.7276159654800431
2921,Image 1030,bhagavati temple,99.92367029190063,1,0,2699,25,0.9908223201174743,0.7278856526429341
2922,Image 1893,taleju bell_BDS,99.92363452911377,1,0,2700,25,0.9908256880733946,0.7281553398058253
2923,Image 374,bhimeleshvara,99.92343187332153,0,0,2700,25,0.9908256880733946,0.7281553398058253
2924,Image 1069,jagannatha temple,99.92316961288452,1,0,2701,25,0.9908290535583272,0.7284250269687162
2925,Image 966,kavindrapura sattal,99.92300271987915,1,0,2702,25,0.9908324165749909,0.7286947141316074
2926,Image 152,gopinath krishna temple,99.92293119430542,1,0,2703,25,0.9908357771260997,0.7289644012944984
2927,Image 113,taleju bell_BDS,99.92276430130005,0,0,2703,25,0.9908357771260997,0.7289644012944984
2928,Image 276,nyatapola temple,99.9227523803711,1,0,2704,25,0.9908391352143643,0.7292340884573895
2929,Image 231,national gallery,99.92258548736572,1,0,2705,25,0.9908424908424909,0.7295037756202805
2930,Image 59,shveta bhairava,99.92221593856812,1,0,2706,25,0.990845844013182,0.7297734627831716
2931,Image 789,simha sattal,99.9221682548523,1,0,2707,25,0.9908491947291361,0.7300431499460626
2932,Image 833,pratap malla column,99.92214441299438,1,0,2708,25,0.9908525429930479,0.7303128371089536
2933,Image 1519,kala-bhairava,99.91969466209412,1,0,2709,25,0.9908558888076079,0.7305825242718447
2934,Image 180,siddhi lakshmi temple,99.91775155067444,1,0,2710,25,0.9908592321755028,0.7308522114347357
2935,Image 235,chayasilin mandap,99.9176561832428,1,0,2711,25,0.9908625730994152,0.7311218985976268
2936,Image 933,lalitpur tower,99.91700649261475,1,0,2712,25,0.9908659115820241,0.7313915857605178
2937,Image 195,panchamukhi hanuman,99.9165415763855,1,0,2713,25,0.9908692476260044,0.7316612729234089
2938,Image 1883,badrinath temple,99.91652965545654,0,0,2713,25,0.9908692476260044,0.7316612729234089
2939,Image 196,vastala temple,99.91620779037476,1,0,2714,25,0.990872581234027,0.7319309600862999
2940,Image 609,bhuvana lakshmeshvara,99.91546869277954,1,0,2715,25,0.9908759124087592,0.732200647249191
2941,Image 339,gopinath krishna temple,99.9148964881897,0,0,2715,25,0.9908759124087592,0.732200647249191
2942,Image 1217,badrinath temple,99.91450309753418,1,0,2716,25,0.990879241152864,0.732470334412082
2943,Image 1495,kala-bhairava,99.91447925567627,1,0,2717,25,0.9908825674690007,0.732740021574973
2944,Image 1311,chayasilin mandap,99.91395473480225,1,0,2718,25,0.990885891359825,0.7330097087378641
2945,Image 870,narayan temple,99.913090467453,1,0,2719,25,0.9908892128279884,0.7332793959007551
2946,Image 1083,narayan temple,99.91268515586853,1,0,2720,25,0.9908925318761385,0.7335490830636462
2947,Image 1545,taleju temple,99.91218447685242,1,0,2721,25,0.9908958485069191,0.7338187702265372
2948,Image 1248,golden gate,99.91111159324646,1,0,2722,25,0.9908991627229705,0.7340884573894283
2949,Image 1128,kala-bhairava,99.91101622581482,0,0,2722,25,0.9908991627229705,0.7340884573894283
2950,Image 1374,gopinath krishna temple,99.91069436073303,1,0,2723,25,0.9909024745269287,0.7343581445523193
2951,Image 1530,indrapura,99.91023540496826,1,0,2724,25,0.9909057839214259,0.7346278317152104
2952,Image 968,simha sattal,99.91017580032349,1,0,2725,25,0.990909090909091,0.7348975188781014
2953,Image 1646,bhaktapur tower,99.90981817245483,1,0,2726,25,0.9909123954925482,0.7351672060409924
2954,Image 1687,bhaktapur tower,99.90977048873901,1,0,2727,25,0.9909156976744186,0.7354368932038835
2955,Image 1219,kedamatha tirtha,99.90837574005127,1,0,2728,25,0.9909189974573193,0.7357065803667745
2956,Image 601,bhuvana lakshmeshvara,99.90832805633545,1,0,2729,25,0.9909222948438635,0.7359762675296656
2957,Image 1426,kumari ghar,99.9081015586853,1,0,2730,25,0.9909255898366606,0.7362459546925566
2958,Image 1373,palace of the 55 windows,99.90792274475098,1,0,2731,25,0.9909288824383164,0.7365156418554477
2959,Image 1811,bhairavnath temple,99.9078631401062,1,0,2732,25,0.9909321726514327,0.7367853290183387
2960,Image 1589,vishnu temple,99.90774393081665,1,0,2733,25,0.9909354604786077,0.7370550161812298
2961,Image 1696,panchamukhi hanuman,99.90701079368591,1,0,2734,25,0.9909387459224357,0.7373247033441208
2962,Image 1252,palace of the 55 windows,99.90697503089905,1,0,2735,25,0.9909420289855072,0.7375943905070119
2963,Image 1342,bhimsen temple,99.90673661231995,1,0,2736,25,0.9909453096704093,0.7378640776699029
2964,Image 1275,badrinath temple,99.90662932395935,1,0,2737,25,0.9909485879797248,0.7381337648327939
2965,Image 197,national gallery,99.90561604499817,0,0,2737,25,0.9909485879797248,0.7381337648327939
2966,Image 1868,siddhi lakshmi temple,99.9052107334137,1,0,2738,25,0.9909518639160333,0.738403451995685
2967,Image 1730,dattatreya temple,99.90519881248474,0,0,2738,25,0.9909518639160333,0.738403451995685
2968,Image 784,shiva temple,99.90472197532654,1,0,2739,25,0.9909551374819102,0.738673139158576
2969,Image 1465,trailokya mohan,99.9038577079773,1,0,2740,25,0.9909584086799277,0.7389428263214671
2970,Image 1638,bhaktapur tower,99.90371465682983,1,0,2741,25,0.9909616775126536,0.7392125134843581
2971,Image 319,taleju bell_BDS,99.90231990814209,1,0,2742,25,0.9909649439826527,0.7394822006472492
2972,Image 1781,bhimsen temple,99.90208148956299,1,0,2743,25,0.9909682080924855,0.7397518878101402
2973,Image 1185,kedamatha tirtha,99.9019980430603,1,0,2744,25,0.9909714698447093,0.7400215749730313
2974,Image 1523,kumari ghar,99.9018669128418,1,0,2745,25,0.9909747292418772,0.7402912621359223
2975,Image 1855,taleju bell_BDS,99.9016523361206,1,0,2746,25,0.9909779862865391,0.7405609492988133
2976,Image 806,taleju bell_KDS,99.9010443687439,0,0,2746,25,0.9909779862865391,0.7405609492988133
2977,Image 1578,taleju temple,99.8994529247284,0,0,2746,25,0.9909779862865391,0.7405609492988133
2978,Image 1154,taleju bell_BDS,99.89907145500183,0,1,2746,26,0.9906204906204906,0.7405609492988133
2979,Image 1760,bhimsen temple,99.89902377128601,0,0,2746,26,0.9906204906204906,0.7405609492988133
2980,Image 413,kasthamandap,99.89859461784363,1,0,2747,26,0.9906238730616661,0.7408306364617044
2981,Image 1377,taleju bell_BDS,99.89811778068542,1,0,2748,26,0.9906272530641672,0.7411003236245954
2982,Image 1054,narayan temple,99.89787340164185,1,0,2749,26,0.9906306306306306,0.7413700107874865
2983,Image 739,narayan temple,99.89734888076782,1,0,2750,26,0.9906340057636888,0.7416396979503775
2984,Image 67,indrapura,99.89722967147827,1,0,2751,26,0.9906373784659704,0.7419093851132686
2985,Image 2014,taleju bell_KDS,99.89684820175171,0,0,2751,26,0.9906373784659704,0.7419093851132686
2986,Image 1536,bhagavati temple,99.89656209945679,1,0,2752,26,0.9906407487401008,0.7421790722761596
2987,Image 1104,bhaktapur tower,99.89504814147949,0,0,2752,26,0.9906407487401008,0.7421790722761596
2988,Image 124,golden gate,99.89495873451233,0,0,2752,26,0.9906407487401008,0.7421790722761596
2989,Image 917,lalitpur tower,99.89432692527771,0,0,2752,26,0.9906407487401008,0.7421790722761596
2990,Image 300,chayasilin mandap,99.89414811134338,1,0,2753,26,0.990644116588701,0.7424487594390508
2991,Image 1168,gopinath krishna temple,99.89374279975891,0,0,2753,26,0.990644116588701,0.7424487594390508
2992,Image 1453,trailokya mohan,99.89226460456848,1,0,2754,26,0.9906474820143885,0.7427184466019418
2993,Image 1080,narayan temple,99.89205598831177,1,0,2755,26,0.9906508450197771,0.7429881337648327
2994,Image 1799,bhimsen temple,99.89194869995117,1,0,2756,26,0.9906542056074766,0.7432578209277239
2995,Image 1865,chayasilin mandap,99.89172220230103,1,0,2757,26,0.9906575637800934,0.7435275080906149
2996,Image 1186,kedamatha tirtha,99.89132881164551,1,0,2758,26,0.9906609195402298,0.743797195253506
2997,Image 1728,bhimsen temple,99.89094734191895,1,0,2759,26,0.9906642728904848,0.744066882416397
2998,Image 1241,vastala temple,99.88921284675598,1,0,2760,26,0.990667623833453,0.7443365695792881
2999,Image 643,kasthamandap,99.88865256309509,1,0,2761,26,0.9906709723717259,0.7446062567421791
3000,Image 1860,vastala temple,99.88666772842407,1,0,2762,26,0.990674318507891,0.7448759439050702
3001,Image 1313,palace of the 55 windows,99.88590478897095,1,0,2763,26,0.9906776622445321,0.7451456310679612
3002,Image 151,badrinath temple,99.88564252853394,0,0,2763,26,0.9906776622445321,0.7451456310679612
3003,Image 1493,basantapur tower,99.88547563552856,1,0,2764,26,0.9906810035842294,0.7454153182308522
3004,Image 1891,national gallery,99.8839795589447,0,0,2764,26,0.9906810035842294,0.7454153182308522
3005,Image 35,shveta bhairava,99.88246560096741,1,0,2765,26,0.9906843425295593,0.7456850053937433
3006,Image 68,vishnu temple,99.88168478012085,0,1,2765,27,0.9903295128939829,0.7456850053937433
3007,Image 1244,palace of the 55 windows,99.88106489181519,1,0,2766,27,0.9903329752953813,0.7459546925566343
3008,Image 1153,chayasilin mandap,99.8805284500122,0,1,2766,28,0.9899785254115963,0.7459546925566343
3009,Image 2051,narayan temple,99.87965822219849,1,0,2767,28,0.9899821109123434,0.7462243797195254
3010,Image 153,bhairavnath temple,99.8795747756958,0,0,2767,28,0.9899821109123434,0.7462243797195254
3011,Image 28,kumari ghar,99.8794436454773,0,0,2767,28,0.9899821109123434,0.7462243797195254
3012,Image 1886,gopinath krishna temple,99.87909197807312,1,0,2768,28,0.9899856938483548,0.7464940668824164
3013,Image 1515,kumari ghar,99.87884163856506,0,0,2768,28,0.9899856938483548,0.7464940668824164
3014,Image 1767,bhimsen temple,99.87801909446716,1,0,2769,28,0.9899892742223811,0.7467637540453075
3015,Image 158,chayasilin mandap,99.87793564796448,1,0,2770,28,0.9899928520371694,0.7470334412081985
3016,Image 1979,vishnu temple,99.87785220146179,1,0,2771,28,0.9899964272954627,0.7473031283710896
3017,Image 266,badrinath temple,99.87758994102478,1,0,2772,28,0.99,0.7475728155339806
3018,Image 1302,national gallery,99.87742304801941,1,0,2773,28,0.9900035701535166,0.7478425026968716
3019,Image 1870,mahadev temple,99.87599849700928,1,0,2774,28,0.9900071377587437,0.7481121898597627
3020,Image 1894,taleju bell_BDS,99.87555742263794,1,0,2775,28,0.9900107028184089,0.7483818770226537
3021,Image 1278,palace of the 55 windows,99.87360835075378,0,0,2775,28,0.9900107028184089,0.7483818770226537
3022,Image 1164,mahadev temple,99.87216591835022,1,0,2776,28,0.9900142653352354,0.7486515641855448
3023,Image 1903,bhupatindra malla column,99.87183809280396,1,0,2777,28,0.9900178253119429,0.7489212513484358
3024,Image 1360,bhairavnath temple,99.87127780914307,1,0,2778,28,0.9900213827512473,0.7491909385113269
3025,Image 1944,badrinath temple,99.87127780914307,1,0,2779,28,0.9900249376558603,0.7494606256742179
3026,Image 1436,kasthamandap,99.87094402313232,1,0,2780,28,0.99002849002849,0.749730312837109
3027,Image 626,vishnu temple,99.87080097198486,1,0,2781,28,0.9900320398718405,0.75
3028,Image 1248,siddhi lakshmi temple,99.87068176269531,1,0,2782,28,0.9900355871886121,0.750269687162891
3029,Image 162,golden gate,99.87045526504517,1,0,2783,28,0.9900391319815013,0.7505393743257821
3030,Image 1717,dattatreya temple,99.86936450004578,1,0,2784,28,0.9900426742532006,0.7508090614886731
3031,Image 616,taleju temple,99.86867308616638,1,0,2785,28,0.9900462140063989,0.7510787486515642
3032,Image 202,kumari ghar,99.8673677444458,1,0,2786,28,0.9900497512437811,0.7513484358144552
3033,Image 1131,indrapura,99.86681938171387,1,0,2787,28,0.9900532859680284,0.7516181229773463
3034,Image 1449,lalitpur tower,99.8647153377533,1,0,2788,28,0.9900568181818182,0.7518878101402373
3035,Image 1159,bhupatindra malla column,99.86289739608765,1,0,2789,28,0.9900603478878239,0.7521574973031284
3036,Image 158,vastala temple,99.8612642288208,1,0,2790,28,0.9900638750887154,0.7524271844660194
3037,Image 159,chayasilin mandap,99.85995888710022,1,0,2791,28,0.9900673997871585,0.7526968716289104
3038,Image 871,narayan temple,99.85986351966858,1,0,2792,28,0.9900709219858156,0.7529665587918015
3039,Image 349,basantapur tower,99.85650181770325,1,0,2793,28,0.9900744416873449,0.7532362459546925
3040,Image 101,vishnu temple,99.8557984828949,1,0,2794,28,0.9900779588944011,0.7535059331175836
3041,Image 1398,chasin dega,99.85530972480774,1,0,2795,28,0.9900814736096352,0.7537756202804746
3042,Image 981,kavindrapura sattal,99.8547375202179,1,0,2796,28,0.990084985835694,0.7540453074433657
3043,Image 1141,pratap malla column,99.85400438308716,1,0,2797,28,0.9900884955752213,0.7543149946062567
3044,Image 228,chasin dega,99.85357522964478,1,0,2798,28,0.9900920028308563,0.7545846817691478
3045,Image 40,shveta bhairava,99.85271692276001,1,0,2799,28,0.9900955076052352,0.7548543689320388
3046,Image 765,kavindrapura sattal,99.85265731811523,1,0,2800,28,0.9900990099009901,0.7551240560949298
3047,Image 620,taleju temple,99.84915256500244,1,0,2801,28,0.9901025097207494,0.7553937432578209
3048,Image 1082,indrapura,99.8481810092926,1,0,2802,28,0.9901060070671378,0.7556634304207119
3049,Image 1848,palace of the 55 windows,99.8453140258789,1,0,2803,28,0.9901095019427764,0.755933117583603
3050,Image 1039,chasin dega,99.84281063079834,1,0,2804,28,0.9901129943502824,0.756202804746494
3051,Image 173,vastala temple,99.84132051467896,1,0,2805,28,0.9901164842922697,0.7564724919093851
3052,Image 1380,mahadev temple,99.83981251716614,1,0,2806,28,0.9901199717713479,0.7567421790722761
3053,Image 1957,taleju bell_BDS,99.83921647071838,1,0,2807,28,0.9901234567901235,0.7570118662351673
3054,Image 886,taleju temple,99.83880519866943,0,0,2807,28,0.9901234567901235,0.7570118662351673
3055,Image 1609,panchamukhi hanuman,99.83785152435303,1,0,2808,28,0.9901269393511989,0.7572815533980582
3056,Image 222,vastala temple,99.83772039413452,0,1,2808,29,0.9897779344377864,0.7572815533980582
3057,Image 145,palace of the 55 windows,99.8375415802002,1,0,2809,29,0.9897815362931642,0.7575512405609492
3058,Image 933,basantapur tower,99.83649849891663,1,0,2810,29,0.9897851356111307,0.7578209277238404
3059,Image 1780,bhimsen temple,99.83505010604858,1,0,2811,29,0.9897887323943662,0.7580906148867314
3060,Image 889,taleju temple,99.83503818511963,1,0,2812,29,0.9897923266455474,0.7583603020496225
3061,Image 1456,basantapur tower,99.83329176902771,1,0,2813,29,0.9897959183673469,0.7586299892125135
3062,Image 221,siddhi lakshmi temple,99.83300566673279,1,0,2814,29,0.9897995075624341,0.7588996763754046
3063,Image 895,taleju temple,99.8317003250122,1,0,2815,29,0.989803094233474,0.7591693635382956
3064,Image 1365,palace of the 55 windows,99.83092546463013,1,0,2816,29,0.9898066783831283,0.7594390507011867
3065,Image 190,kedamatha tirtha,99.828040599823,1,0,2817,29,0.9898102600140548,0.7597087378640777
3066,Image 635,gaddi durbar,99.82510209083557,1,0,2818,29,0.9898138391289076,0.7599784250269687
3067,Image 1243,chayasilin mandap,99.82495903968811,0,1,2818,30,0.9894662921348315,0.7599784250269687
3068,Image 312,vastala temple,99.8247742652893,1,0,2819,30,0.9894699894699894,0.7602481121898598
3069,Image 1174,gopinath krishna temple,99.82277750968933,0,1,2819,31,0.9891228070175438,0.7602481121898598
3070,Image 1382,chayasilin mandap,99.82209801673889,0,1,2819,32,0.9887758681164504,0.7602481121898598
3071,Image 956,bhimeleshvara,99.81912970542908,1,0,2820,32,0.9887798036465638,0.7605177993527508
3072,Image 1519,taleju temple,99.81825351715088,1,0,2821,32,0.9887837364178058,0.7607874865156419
3073,Image 1319,national gallery,99.8151957988739,1,0,2822,32,0.9887876664330764,0.7610571736785329
3074,Image 318,mahadev temple,99.80744123458862,1,0,2823,32,0.9887915936952715,0.761326860841424
3075,Image 848,hanuman idol,99.80716109275818,1,0,2824,32,0.988795518207283,0.761596548004315
3076,Image 1177,mahadev temple,99.80641007423401,1,0,2825,32,0.9887994399719986,0.7618662351672061
3077,Image 1006,shiva temple,99.80606436729431,1,0,2826,32,0.9888033589923023,0.7621359223300971
3078,Image 1261,siddhi lakshmi temple,99.80568289756775,1,0,2827,32,0.9888072752710738,0.7624056094929881
3079,Image 617,taleju temple,99.80498552322388,1,0,2828,32,0.9888111888111888,0.7626752966558792
3080,Image 1897,golden gate,99.80485439300537,1,0,2829,32,0.988815099615519,0.7629449838187702
3081,Image 632,lalitpur tower,99.80321526527405,1,0,2830,32,0.9888190076869322,0.7632146709816613
3082,Image 382,trailokya mohan,99.80217218399048,1,0,2831,32,0.988822913028292,0.7634843581445523
3083,Image 1882,badrinath temple,99.7995376586914,0,0,2831,32,0.988822913028292,0.7634843581445523
3084,Image 1915,fasidega temple,99.79802966117859,1,0,2832,32,0.9888268156424581,0.7637540453074434
3085,Image 1302,siddhi lakshmi temple,99.79771971702576,1,0,2833,32,0.9888307155322862,0.7640237324703344
3086,Image 918,lalitpur tower,99.79731440544128,0,0,2833,32,0.9888307155322862,0.7640237324703344
3087,Image 1300,palace of the 55 windows,99.79704022407532,1,0,2834,32,0.988834612700628,0.7642934196332255
3088,Image 1304,national gallery,99.79634284973145,0,0,2834,32,0.988834612700628,0.7642934196332255
3089,Image 1255,golden gate,99.79208111763,1,0,2835,32,0.9888385071503314,0.7645631067961165
3090,Image 19,kumari ghar,99.79153275489807,0,0,2835,32,0.9888385071503314,0.7645631067961165
3091,Image 1302,palace of the 55 windows,99.79097247123718,1,0,2836,32,0.9888423988842399,0.7648327939590076
3092,Image 1312,palace of the 55 windows,99.79000091552734,1,0,2837,32,0.9888462879051935,0.7651024811218986
3093,Image 1847,palace of the 55 windows,99.78867173194885,1,0,2838,32,0.9888501742160278,0.7653721682847896
3094,Image 702,narayan temple,99.78860020637512,0,0,2838,32,0.9888501742160278,0.7653721682847896
3095,Image 1167,national gallery,99.78823065757751,0,0,2838,32,0.9888501742160278,0.7653721682847896
3096,Image 1442,simha sattal,99.78805780410767,1,0,2839,32,0.988854057819575,0.7656418554476807
3097,Image 389,bhimeleshvara,99.78600144386292,1,0,2840,32,0.9888579387186629,0.7659115426105717
3098,Image 864,jagannatha temple,99.78572726249695,1,0,2841,32,0.9888618169161155,0.7661812297734628
3099,Image 1358,kasthamandap,99.78528022766113,1,0,2842,32,0.988865692414753,0.7664509169363538
3100,Image 1738,pratap malla column,99.7836172580719,1,0,2843,32,0.9888695652173913,0.7667206040992449
3101,Image 1634,kirtipur tower,99.78159666061401,0,0,2843,32,0.9888695652173913,0.7667206040992449
3102,Image 1695,panchamukhi hanuman,99.78141784667969,1,0,2844,32,0.9888734353268428,0.7669902912621359
3103,Image 1480,jagannatha temple,99.77906942367554,1,0,2845,32,0.9888773027459159,0.767259978425027
3104,Image 1242,siddhi lakshmi temple,99.77890253067017,1,0,2846,32,0.9888811674774148,0.767529665587918
3105,Image 1398,pratap malla column,99.77838397026062,1,0,2847,32,0.9888850295241404,0.767799352750809
3106,Image 674,bhagavati temple,99.77759718894958,1,0,2848,32,0.9888888888888889,0.7680690399137001
3107,Image 306,siddhi lakshmi temple,99.77757334709167,1,0,2849,32,0.9888927455744533,0.7683387270765911
3108,Image 1880,kedamatha tirtha,99.77667331695557,1,0,2850,32,0.9888965995836225,0.7686084142394822
3109,Image 1157,vastala temple,99.77664947509766,1,0,2851,32,0.9889004509191814,0.7688781014023732
3110,Image 1253,siddhi lakshmi temple,99.77625608444214,1,0,2852,32,0.9889042995839112,0.7691477885652643
3111,Image 1663,bhaktapur tower,99.7740626335144,1,0,2853,32,0.9889081455805893,0.7694174757281553
3112,Image 1533,kala-bhairava,99.77126121520996,1,0,2854,32,0.988911988911989,0.7696871628910464
3113,Image 1075,degu tale temple_KDS,99.77012276649475,1,0,2855,32,0.9889158295808798,0.7699568500539374
3114,Image 100,vishnu temple,99.76891279220581,0,0,2855,32,0.9889158295808798,0.7699568500539374
3115,Image 1083,indrapura,99.76872205734253,0,0,2855,32,0.9889158295808798,0.7699568500539374
3116,Image 63,chasin dega,99.76300001144409,0,0,2855,32,0.9889158295808798,0.7699568500539374
3117,Image 224,golden gate,99.75740313529968,1,0,2856,32,0.9889196675900277,0.7702265372168284
3118,Image 201,gopinath krishna temple,99.75468516349792,0,1,2856,33,0.9885773624091381,0.7702265372168284
