,Image,Detection,Confidence,TP,FP,TN,Acc TP,Acc FP,Acc TN,Recall,Specificity,FPR
2689,Image0,indrapura,99.97444748878479,1,0,1,2506,184,2899,0.6758360302049622,0.9403178722024003,0.05968212779759974
2690,Image1806,bhairavnath temple,99.97437596321106,1,0,0,2507,184,2899,0.6761057173678533,0.9403178722024003,0.05968212779759974
2691,Image1208,kedamatha tirtha,99.97428059577942,1,0,1,2508,184,2900,0.6763754045307443,0.940337224383917,0.05966277561608302
2692,Image512,taleju bell_KDS,99.97428059577942,0,1,0,2508,185,2900,0.6763754045307443,0.940032414910859,0.05996758508914102
2693,Image37,shveta bhairava,99.97420907020569,1,0,2,2509,185,2902,0.6766450916936354,0.9400712666018789,0.0599287333981211
2694,Image1251,siddhi lakshmi temple,99.97414946556091,1,0,4,2510,185,2906,0.6769147788565264,0.9401488191523779,0.05985118084762209
2695,Image1245,vastala temple,99.97406601905823,1,0,3,2511,185,2909,0.6771844660194175,0.9402068519715578,0.059793148028442156
2696,Image1740,dattatreya temple,99.97385144233704,1,0,0,2512,185,2909,0.6774541531823085,0.9402068519715578,0.059793148028442156
2697,Image1869,narayan temple,99.9737560749054,1,0,1,2513,185,2910,0.6777238403451996,0.9402261712439418,0.05977382875605819
2698,Image1483,taleju temple,99.97366070747375,1,0,1,2514,185,2911,0.6779935275080906,0.9402454780361758,0.05975452196382425
2699,Image154,kala-bhairava,99.97366070747375,1,0,2,2515,185,2913,0.6782632146709816,0.9402840542285346,0.05971594577146544
2700,Image2055,lalitpur tower,99.97356534004211,1,0,2,2516,185,2915,0.6785329018338727,0.9403225806451613,0.05967741935483872
2701,Image1888,national gallery,99.97355341911316,0,1,0,2516,186,2915,0.6785329018338727,0.9400193485972267,0.05998065140277331
2702,Image1949,gopinath krishna temple,99.9735176563263,1,0,2,2517,186,2917,0.6788025889967637,0.9400580083789881,0.05994199162101188
2703,Image2006,pratap malla column,99.9735176563263,1,0,0,2518,186,2917,0.6790722761596548,0.9400580083789881,0.05994199162101188
2704,Image1004,shiva temple,99.97348189353943,1,0,1,2519,186,2918,0.6793419633225458,0.9400773195876289,0.05992268041237114
2705,Image950,kumari ghar,99.97342228889465,1,0,1,2520,186,2919,0.6796116504854369,0.9400966183574879,0.05990338164251208
2706,Image1082,narayan temple,99.97342228889465,1,0,2,2521,186,2921,0.6798813376483279,0.9401351786289025,0.0598648213710975
2707,Image1599,taleju temple,99.97327923774719,1,0,1,2522,186,2922,0.680151024811219,0.9401544401544402,0.05984555984555984
2708,Image1948,gopinath krishna temple,99.97311234474182,1,0,2,2523,186,2924,0.68042071197411,0.940192926045016,0.05980707395498397
2709,Image273,pratap malla column,99.97300505638123,1,0,3,2524,186,2927,0.6806903991370011,0.9402505621586894,0.05974943784131059
2710,Image1262,palace of the 55 windows,99.97294545173645,1,0,3,2525,186,2930,0.6809600862998921,0.9403080872913993,0.05969191270860075
2711,Image680,garud,99.9726951122284,1,0,2,2526,186,2932,0.6812297734627831,0.9403463758819757,0.05965362411802433
2712,Image1242,vastala temple,99.97240900993347,1,0,2,2527,186,2934,0.6814994606256742,0.9403846153846154,0.059615384615384626
2713,Image1752,bhimsen temple,99.97239708900452,1,0,0,2528,186,2934,0.6817691477885652,0.9403846153846154,0.059615384615384626
2714,Image1388,lalitpur tower,99.97228980064392,1,0,0,2529,186,2934,0.6820388349514563,0.9403846153846154,0.059615384615384626
2715,Image1036,bhagavati temple,99.97193217277527,1,0,0,2530,186,2934,0.6823085221143473,0.9403846153846154,0.059615384615384626
2716,Image1715,dattatreya temple,99.9718964099884,1,0,0,2531,186,2934,0.6825782092772384,0.9403846153846154,0.059615384615384626
2717,Image1846,palace of the 55 windows,99.9718725681305,1,0,1,2532,186,2935,0.6828478964401294,0.9404037167574495,0.05959628324255051
2718,Image1123,pratap malla column,99.97170567512512,1,0,1,2533,186,2936,0.6831175836030206,0.9404228058936579,0.0595771941063421
2719,Image213,vastala temple,99.97089505195618,1,0,0,2534,186,2936,0.6833872707659115,0.9404228058936579,0.0595771941063421
2720,Image1258,siddhi lakshmi temple,99.97085928916931,1,0,3,2535,186,2939,0.6836569579288025,0.94048,0.05952000000000002
2721,Image1246,palace of the 55 windows,99.97082352638245,1,0,3,2536,186,2942,0.6839266450916937,0.940537084398977,0.059462915601023014
2722,Image1455,kala-bhairava,99.97078776359558,1,0,1,2537,186,2943,0.6841963322545846,0.9405560882070949,0.05944391179290509
2723,Image1492,kala-bhairava,99.97078776359558,1,0,1,2538,186,2944,0.6844660194174758,0.9405750798722045,0.059424920127795544
2724,Image559,pratap malla column,99.97069239616394,1,0,2,2539,186,2946,0.6847357065803668,0.9406130268199234,0.059386973180076574
2725,Image1874,vastala temple,99.97063279151917,1,0,1,2540,186,2947,0.6850053937432579,0.940631982125758,0.05936801787424195
2726,Image1985,narayan temple,99.97039437294006,1,0,1,2541,186,2948,0.6852750809061489,0.9406509253350351,0.05934907466496486
2727,Image1220,kedamatha tirtha,99.9702513217926,1,0,2,2542,186,2950,0.68554476806904,0.9406887755102041,0.059311224489795866
2728,Image787,kavindrapura sattal,99.96980428695679,1,0,0,2543,186,2950,0.685814455231931,0.9406887755102041,0.059311224489795866
2729,Image1765,bhimsen temple,99.96969699859619,1,0,0,2544,186,2950,0.686084142394822,0.9406887755102041,0.059311224489795866
2730,Image1309,siddhi lakshmi temple,99.96931552886963,1,0,3,2545,186,2953,0.6863538295577131,0.9407454603376871,0.059254539662312866
2731,Image1681,bhaktapur tower,99.96922016143799,1,0,0,2546,186,2953,0.6866235167206041,0.9407454603376871,0.059254539662312866
2732,Image962,garud,99.96919631958008,1,0,1,2547,186,2954,0.6868932038834952,0.9407643312101911,0.059235668789808904
2733,Image1268,gopinath krishna temple,99.96912479400635,1,0,1,2548,186,2955,0.6871628910463862,0.9407831900668577,0.05921680993314227
2734,Image1088,degu tale temple_KDS,99.96880292892456,1,0,1,2549,186,2956,0.6874325782092773,0.9408020369191598,0.059197963080840243
2735,Image941,basantapur tower,99.9687910079956,1,0,1,2550,186,2957,0.6877022653721683,0.9408208717785556,0.059179128221444444
2736,Image1881,kedamatha tirtha,99.96873140335083,1,0,1,2551,186,2958,0.6879719525350594,0.9408396946564885,0.059160305343511466
2737,Image1698,narayan temple,99.96863603591919,1,0,1,2552,186,2959,0.6882416396979504,0.9408585055643879,0.05914149443561212
2738,Image1712,dattatreya temple,99.96857643127441,1,0,0,2553,186,2959,0.6885113268608414,0.9408585055643879,0.05914149443561212
2739,Image174,badrinath temple,99.96845722198486,1,0,2,2554,186,2961,0.6887810140237325,0.9408960915157293,0.05910390848427072
2740,Image1481,narayan temple,99.96844530105591,1,0,1,2555,186,2962,0.6890507011866235,0.9409148665819568,0.05908513341804322
2741,Image1141,jagannatha temple,99.96837377548218,1,0,2,2556,186,2964,0.6893203883495146,0.940952380952381,0.059047619047619015
2742,Image247,badrinath temple,99.96827840805054,1,0,2,2557,186,2966,0.6895900755124056,0.940989847715736,0.059010152284263984
2743,Image1665,bhaktapur tower,99.96825456619263,1,0,1,2558,186,2967,0.6898597626752967,0.9410085632730733,0.05899143672692675
2744,Image930,basantapur tower,99.96824264526367,0,1,0,2558,187,2967,0.6898597626752967,0.940710209258085,0.05928979074191498
2745,Image1013,kavindrapura sattal,99.96815919876099,1,0,0,2559,187,2967,0.6901294498381877,0.940710209258085,0.05928979074191498
2746,Image531,chasin dega,99.9680757522583,0,1,0,2559,188,2967,0.6901294498381877,0.9404120443740095,0.05958795562599051
2747,Image1021,trailokya mohan,99.96798038482666,0,1,0,2559,189,2967,0.6901294498381877,0.9401140684410646,0.0598859315589354
2748,Image39,basantapur tower,99.96786117553711,1,0,0,2560,189,2967,0.6903991370010788,0.9401140684410646,0.0598859315589354
2749,Image94,degu tale temple_KDS,99.96765851974487,0,1,0,2560,190,2967,0.6903991370010788,0.939816281279696,0.060183718720304036
2750,Image1874,mahadev temple,99.96764659881592,1,0,1,2561,190,2968,0.6906688241639698,0.9398353388220393,0.06016466117796071
2751,Image251,national gallery,99.9673843383789,1,0,1,2562,190,2969,0.6909385113268608,0.9398543842988287,0.06014561570117127
2752,Image327,badrinath temple,99.96721744537354,1,0,0,2563,190,2969,0.6912081984897519,0.9398543842988287,0.06014561570117127
2753,Image1912,fasidega temple,99.96719360351562,0,1,0,2563,191,2969,0.6912081984897519,0.9395569620253165,0.06044303797468353
2754,Image615,vishnu temple,99.96631145477295,1,0,0,2564,191,2969,0.6914778856526429,0.9395569620253165,0.06044303797468353
2755,Image1345,bhimeleshvara,99.9653697013855,1,0,1,2565,191,2970,0.691747572815534,0.9395760835178741,0.06042391648212586
2756,Image722,pratap malla column,99.96516704559326,0,1,0,2565,192,2970,0.691747572815534,0.9392789373814042,0.06072106261859578
2757,Image304,kedamatha tirtha,99.9651551246643,1,0,0,2566,192,2970,0.692017259978425,0.9392789373814042,0.06072106261859578
2758,Image161,chayasilin mandap,99.9647855758667,1,0,1,2567,192,2971,0.6922869471413161,0.9392981346822636,0.06070186531773636
2759,Image1146,shveta bhairava,99.96452331542969,1,0,0,2568,192,2971,0.6925566343042071,0.9392981346822636,0.06070186531773636
2760,Image1128,bhuvana lakshmeshvara,99.96445178985596,0,1,0,2568,193,2971,0.6925566343042071,0.9390012642225032,0.060998735777496815
2761,Image834,pratap malla column,99.96436834335327,1,0,0,2569,193,2971,0.6928263214670982,0.9390012642225032,0.060998735777496815
2762,Image334,mahadev temple,99.96434450149536,1,0,2,2570,193,2973,0.6930960086299892,0.9390397978521794,0.06096020214782061
2763,Image1272,gopinath krishna temple,99.96429681777954,1,0,1,2571,193,2974,0.6933656957928802,0.9390590464161667,0.060940953583833335
2764,Image1231,mahadev temple,99.9640703201294,1,0,2,2572,193,2976,0.6936353829557713,0.9390975071000316,0.06090249289996841
2765,Image1869,bhuvana lakshmeshvara,99.96353387832642,1,0,1,2573,193,2977,0.6939050701186623,0.9391167192429022,0.06088328075709781
2766,Image192,panchamukhi hanuman,99.96340274810791,1,0,0,2574,193,2977,0.6941747572815534,0.9391167192429022,0.06088328075709781
2767,Image1734,dattatreya temple,99.96329545974731,1,0,0,2575,193,2977,0.6944444444444444,0.9391167192429022,0.06088328075709781
2768,Image1158,taleju bell_BDS,99.96310472488403,1,0,5,2576,193,2982,0.6947141316073355,0.9392125984251969,0.06078740157480311
2769,Image1576,jagannatha temple,99.96273517608643,1,0,2,2577,193,2984,0.6949838187702265,0.9392508655964746,0.06074913440352536
2770,Image1978,vishnu temple,99.96272325515747,1,0,0,2578,193,2984,0.6952535059331176,0.9392508655964746,0.06074913440352536
2771,Image1872,vastala temple,99.96271133422852,1,0,3,2579,193,2987,0.6955231930960086,0.9393081761006289,0.06069182389937111
2772,Image631,lalitpur tower,99.96271133422852,1,0,0,2580,193,2987,0.6957928802588996,0.9393081761006289,0.06069182389937111
2773,Image60,shveta bhairava,99.96262788772583,1,0,2,2581,193,2989,0.6960625674217907,0.9393463230672533,0.0606536769327467
2774,Image1420,lalitpur tower,99.96261596679688,0,1,0,2581,194,2989,0.6960625674217907,0.9390512095507383,0.060948790449261714
2775,Image1116,taleju temple,99.96248483657837,1,0,1,2582,194,2990,0.6963322545846817,0.9390703517587939,0.06092964824120606
2776,Image505,taleju bell_KDS,99.96240139007568,1,0,0,2583,194,2990,0.6966019417475728,0.9390703517587939,0.06092964824120606
2777,Image1162,national gallery,99.96211528778076,1,0,2,2584,194,2992,0.6968716289104638,0.9391086001255493,0.06089139987445069
2778,Image1022,kumari ghar,99.96206760406494,1,0,1,2585,194,2993,0.6971413160733549,0.9391277063068717,0.0608722936931283
2779,Image698,kasthamandap,99.9619722366333,1,0,1,2586,194,2994,0.6974110032362459,0.939146800501882,0.06085319949811796
2780,Image306,vastala temple,99.96194839477539,1,0,4,2587,194,2998,0.697680690399137,0.9392230576441103,0.06077694235588971
2781,Image244,bhairavnath temple,99.96174573898315,0,1,0,2587,195,2998,0.697680690399137,0.9389289069840275,0.061071093015972466
2782,Image1853,chayasilin mandap,99.96170997619629,1,0,4,2588,195,3002,0.697950377562028,0.9390053174851423,0.060994682514857734
2783,Image1256,golden gate,99.96154308319092,1,0,3,2589,195,3005,0.698220064724919,0.9390625,0.06093749999999998
2784,Image1433,garud,99.96116757392883,1,0,0,2590,195,3005,0.6984897518878102,0.9390625,0.06093749999999998
2785,Image949,kumari ghar,99.96108412742615,1,0,0,2591,195,3005,0.6987594390507011,0.9390625,0.06093749999999998
2786,Image1254,siddhi lakshmi temple,99.96103644371033,1,0,4,2592,195,3009,0.6990291262135923,0.9391385767790262,0.060861423220973765
2787,Image1854,siddhi lakshmi temple,99.96086955070496,1,0,5,2593,195,3014,0.6992988133764833,0.939233406045497,0.06076659395450301
2788,Image514,taleju bell_KDS,99.96041655540466,0,1,0,2593,196,3014,0.6992988133764833,0.9389408099688473,0.06105919003115268
2789,Image1460,trailokya mohan,99.9603807926178,1,0,0,2594,196,3014,0.6995685005393744,0.9389408099688473,0.06105919003115268
2790,Image537,chasin dega,99.96032118797302,1,0,0,2595,196,3014,0.6998381877022654,0.9389408099688473,0.06105919003115268
2791,Image1372,palace of the 55 windows,99.96005892753601,1,0,1,2596,196,3015,0.7001078748651565,0.9389598255995018,0.06104017440049825
2792,Image2000,kala-bhairava,99.96001124382019,1,0,1,2597,196,3016,0.7003775620280475,0.9389788293897883,0.06102117061021173
2793,Image1304,palace of the 55 windows,99.95996356010437,0,1,0,2597,197,3016,0.7003775620280475,0.9386865857454093,0.06131341425459069
2794,Image2034,kumari ghar,99.95984435081482,1,0,0,2598,197,3016,0.7006472491909385,0.9386865857454093,0.06131341425459069
2795,Image1056,bhagavati temple,99.95982050895691,1,0,1,2599,197,3017,0.7009169363538296,0.9387056627255757,0.06129433727442435
2796,Image1924,fasidega temple,99.95962977409363,1,0,1,2600,197,3018,0.7011866235167206,0.9387247278382581,0.06127527216174189
2797,Image1317,chayasilin mandap,99.95957016944885,1,0,5,2601,197,3023,0.7014563106796117,0.9388198757763975,0.06118012422360253
2798,Image1975,vishnu temple,99.95935559272766,1,0,0,2602,197,3023,0.7017259978425027,0.9388198757763975,0.06118012422360253
2799,Image1853,golden gate,99.95918869972229,1,0,4,2603,197,3027,0.7019956850053938,0.9388957816377171,0.06110421836228286
2800,Image1520,kala-bhairava,99.95841383934021,0,1,0,2603,198,3027,0.7019956850053938,0.9386046511627907,0.06139534883720932
2801,Image1279,national gallery,99.95818734169006,1,0,2,2604,198,3029,0.7022653721682848,0.938642702200186,0.061357297799814026
2802,Image1319,chayasilin mandap,99.95813965797424,1,0,2,2605,198,3031,0.7025350593311759,0.9386807061009601,0.061319293899039895
2803,Image1981,bhuvana lakshmeshvara,99.95805621147156,1,0,0,2606,198,3031,0.7028047464940669,0.9386807061009601,0.061319293899039895
2804,Image1948,badrinath temple,99.95797276496887,1,0,2,2607,198,3033,0.7030744336569579,0.9387186629526463,0.06128133704735372
2805,Image1801,bhairavnath temple,99.95786547660828,1,0,0,2608,198,3033,0.703344120819849,0.9387186629526463,0.06128133704735372
2806,Image120,vastala temple,99.95781779289246,1,0,1,2609,198,3034,0.70361380798274,0.9387376237623762,0.06126237623762376
2807,Image1736,dattatreya temple,99.95775818824768,1,0,0,2610,198,3034,0.7038834951456311,0.9387376237623762,0.06126237623762376
2808,Image1163,national gallery,99.95771050453186,1,0,2,2611,198,3036,0.7041531823085221,0.9387755102040817,0.061224489795918324
2809,Image393,bhimeleshvara,99.95768666267395,1,0,0,2612,198,3036,0.7044228694714132,0.9387755102040817,0.061224489795918324
2810,Image272,pratap malla column,99.95744824409485,1,0,3,2613,198,3039,0.7046925566343042,0.9388322520852641,0.06116774791473589
2811,Image604,bhuvana lakshmeshvara,99.95735287666321,1,0,0,2614,198,3039,0.7049622437971953,0.9388322520852641,0.06116774791473589
2812,Image277,bhairavnath temple,99.95725750923157,1,0,0,2615,198,3039,0.7052319309600863,0.9388322520852641,0.06116774791473589
2813,Image109,dattatreya temple,99.95689988136292,1,0,0,2616,198,3039,0.7055016181229773,0.9388322520852641,0.06116774791473589
2814,Image271,golden gate,99.95686411857605,1,0,0,2617,198,3039,0.7057713052858684,0.9388322520852641,0.06116774791473589
2815,Image1258,chayasilin mandap,99.95680451393127,1,0,3,2618,198,3042,0.7060409924487594,0.9388888888888889,0.061111111111111116
2816,Image542,chasin dega,99.95660185813904,0,1,0,2618,199,3042,0.7060409924487594,0.9385991977784635,0.06140080222153654
2817,Image2079,bhagavati temple,99.95653033256531,1,0,0,2619,199,3042,0.7063106796116505,0.9385991977784635,0.06140080222153654
2818,Image1472,shveta bhairava,99.95651841163635,1,0,0,2620,199,3042,0.7065803667745415,0.9385991977784635,0.06140080222153654
2819,Image1795,bhimsen temple,99.95611310005188,1,0,0,2621,199,3042,0.7068500539374326,0.9385991977784635,0.06140080222153654
2820,Image2008,pratap malla column,99.95610117912292,1,0,0,2622,199,3042,0.7071197411003236,0.9385991977784635,0.06140080222153654
2821,Image1299,dattatreya temple,99.95575547218323,1,0,0,2623,199,3042,0.7073894282632147,0.9385991977784635,0.06140080222153654
2822,Image1747,bhimsen temple,99.95543360710144,1,0,0,2624,199,3042,0.7076591154261057,0.9385991977784635,0.06140080222153654
2823,Image1247,siddhi lakshmi temple,99.95495676994324,1,0,3,2625,199,3045,0.7079288025889967,0.9386559802712701,0.06134401972872994
2824,Image1504,gaddi durbar,99.95492100715637,1,0,2,2626,199,3047,0.7081984897518878,0.9386937769562539,0.06130622304374611
2825,Image217,panchamukhi hanuman,99.95476603507996,1,0,0,2627,199,3047,0.7084681769147788,0.9386937769562539,0.06130622304374611
2826,Image605,bhuvana lakshmeshvara,99.95402097702026,1,0,0,2628,199,3047,0.7087378640776699,0.9386937769562539,0.06130622304374611
2827,Image2056,kumari ghar,99.95344877243042,0,1,1,2628,200,3048,0.7087378640776699,0.9384236453201971,0.061576354679802936
2828,Image1308,mahadev temple,99.95344877243042,1,0,0,2629,200,3048,0.7090075512405609,0.9384236453201971,0.061576354679802936
2829,Image646,trailokya mohan,99.9534010887146,1,0,2,2630,200,3050,0.709277238403452,0.9384615384615385,0.06153846153846154
2830,Image1899,taleju bell_BDS,99.95297193527222,0,1,2,2630,201,3052,0.709277238403452,0.9382108822625269,0.06178911773747309
2831,Image1341,bhimsen temple,99.95230436325073,1,0,0,2631,201,3052,0.709546925566343,0.9382108822625269,0.06178911773747309
2832,Image1909,fasidega temple,99.95219707489014,0,1,0,2631,202,3052,0.709546925566343,0.9379225568531039,0.062077443146896116
2833,Image1256,vastala temple,99.9516248703003,1,0,3,2632,202,3055,0.7098166127292341,0.9379797359533313,0.062020264046668716
2834,Image125,palace of the 55 windows,99.95098114013672,1,0,1,2633,202,3056,0.7100862998921251,0.937998772252916,0.06200122774708405
2835,Image1693,panchamukhi hanuman,99.95061159133911,1,0,0,2634,202,3056,0.7103559870550162,0.937998772252916,0.06200122774708405
2836,Image19,gaddi durbar,99.95039701461792,0,1,0,2634,203,3056,0.7103559870550162,0.9377109542804541,0.062289045719545855
2837,Image2017,taleju bell_KDS,99.95023012161255,0,1,0,2634,204,3056,0.7103559870550162,0.9374233128834356,0.06257668711656439
2838,Image1860,taleju bell_BDS,99.94999170303345,1,0,2,2635,204,3058,0.7106256742179072,0.9374616799509503,0.06253832004904969
2839,Image1315,palace of the 55 windows,99.94995594024658,1,0,4,2636,204,3062,0.7108953613807982,0.9375382731169627,0.062461726883037305
2840,Image123,taleju bell_BDS,99.94964599609375,1,0,3,2637,204,3065,0.7111650485436893,0.9375955949831752,0.06240440501682476
2841,Image920,lalitpur tower,99.94920492172241,1,0,0,2638,204,3065,0.7114347357065803,0.9375955949831752,0.06240440501682476
2842,Image2054,pratap malla column,99.94890689849854,1,0,0,2639,204,3065,0.7117044228694714,0.9375955949831752,0.06240440501682476
2843,Image3,trailokya mohan,99.94854927062988,1,0,1,2640,204,3066,0.7119741100323624,0.9376146788990826,0.062385321100917435
2844,Image83,pratap malla column,99.9483585357666,1,0,1,2641,204,3067,0.7122437971952535,0.9376337511464384,0.06236624885356157
2845,Image1949,badrinath temple,99.94816184043884,1,0,2,2642,204,3069,0.7125134843581445,0.9376718606782768,0.06232813932172321
2846,Image541,chasin dega,99.94809031486511,1,0,0,2643,204,3069,0.7127831715210357,0.9376718606782768,0.06232813932172321
2847,Image1519,indrapura,99.94781613349915,1,0,2,2644,204,3071,0.7130528586839266,0.9377099236641221,0.06229007633587791
2848,Image1476,narayan temple,99.94686245918274,1,0,1,2645,204,3072,0.7133225458468176,0.9377289377289377,0.06227106227106227
2849,Image1016,bhimeleshvara,99.9463140964508,1,0,1,2646,204,3073,0.7135922330097088,0.9377479401891974,0.06225205981080262
2850,Image1048,narayan temple,99.94575381278992,1,0,2,2647,204,3075,0.7138619201725998,0.9377859103385179,0.06221408966148212
2851,Image641,trailokya mohan,99.9457061290741,1,0,2,2648,204,3077,0.7141316073354909,0.9378238341968912,0.06217616580310881
2852,Image1511,kumari ghar,99.9457061290741,1,0,0,2649,204,3077,0.7144012944983819,0.9378238341968912,0.06217616580310881
2853,Image175,badrinath temple,99.94533658027649,1,0,2,2650,204,3079,0.714670981661273,0.9378617118489186,0.062138288151081356
2854,Image1500,indrapura,99.94520545005798,1,0,1,2651,204,3080,0.714940668824164,0.9378806333739342,0.062119366626065764
2855,Image281,palace of the 55 windows,99.94500279426575,0,1,0,2651,205,3080,0.714940668824164,0.9375951293759512,0.06240487062404876
2856,Image1145,shveta bhairava,99.94469285011292,1,0,0,2652,205,3080,0.7152103559870551,0.9375951293759512,0.06240487062404876
2857,Image131,chayasilin mandap,99.9445378780365,1,0,5,2653,205,3085,0.7154800431499461,0.9376899696048632,0.06231003039513683
2858,Image17,narayan temple,99.94418025016785,1,0,2,2654,205,3087,0.7157497303128371,0.9377278250303767,0.06227217496962334
2859,Image1960,basantapur tower,99.9440848827362,1,0,0,2655,205,3087,0.7160194174757282,0.9377278250303767,0.06227217496962334
2860,Image2035,kumari ghar,99.943608045578,1,0,0,2656,205,3087,0.7162891046386192,0.9377278250303767,0.06227217496962334
2861,Image2042,gaddi durbar,99.94333386421204,1,0,0,2657,205,3087,0.7165587918015103,0.9377278250303767,0.06227217496962334
2862,Image510,taleju bell_KDS,99.9430000782013,1,0,0,2658,205,3087,0.7168284789644013,0.9377278250303767,0.06227217496962334
2863,Image915,lalitpur tower,99.94288086891174,1,0,2,2659,205,3089,0.7170981661272924,0.9377656344869459,0.06223436551305406
2864,Image1122,pratap malla column,99.94235038757324,1,0,2,2660,205,3091,0.7173678532901834,0.9378033980582524,0.06219660194174759
2865,Image1223,mahadev temple,99.94220733642578,0,1,2,2660,206,3093,0.7173678532901834,0.937556835404668,0.062443164595331946
2866,Image730,simha sattal,99.94219541549683,1,0,1,2661,206,3094,0.7176375404530745,0.9375757575757576,0.06242424242424238
2867,Image1133,kala-bhairava,99.94194507598877,1,0,3,2662,206,3097,0.7179072276159655,0.937632455343627,0.06236754465637295
2868,Image940,bhaktapur tower,99.94159936904907,1,0,2,2663,206,3099,0.7181769147788565,0.9376701966717095,0.06232980332829052
2869,Image1042,chasin dega,99.94126558303833,1,0,1,2664,206,3100,0.7184466019417476,0.9376890502117362,0.06231094978826379
2870,Image293,panchamukhi hanuman,99.9410629272461,1,0,0,2665,206,3100,0.7187162891046386,0.9376890502117362,0.06231094978826379
2871,Image1074,indrapura,99.94093179702759,1,0,1,2666,206,3101,0.7189859762675297,0.9377078923495615,0.062292107650438466
2872,Image564,jagannatha temple,99.94063377380371,1,0,0,2667,206,3101,0.7192556634304207,0.9377078923495615,0.062292107650438466
2873,Image5,taleju temple,99.94057416915894,1,0,1,2668,206,3102,0.7195253505933118,0.937726723095526,0.06227327690447404
2874,Image1257,palace of the 55 windows,99.94032382965088,1,0,3,2669,206,3105,0.7197950377562028,0.9377831470854726,0.06221685291452739
2875,Image753,bhuvana lakshmeshvara,99.94022846221924,1,0,0,2670,206,3105,0.7200647249190939,0.9377831470854726,0.06221685291452739
2876,Image1409,bhuvana lakshmeshvara,99.94022846221924,1,0,0,2671,206,3105,0.7203344120819849,0.9377831470854726,0.06221685291452739
2877,Image1267,kedamatha tirtha,99.9394178390503,1,0,1,2672,206,3106,0.7206040992448759,0.9378019323671497,0.062198067632850296
2878,Image275,nyatapola temple,99.9392032623291,1,0,0,2673,206,3106,0.720873786407767,0.9378019323671497,0.062198067632850296
2879,Image602,bhuvana lakshmeshvara,99.93778467178345,0,1,0,2673,207,3106,0.720873786407767,0.9375188650769695,0.062481134923030535
2880,Image240,panchamukhi hanuman,99.93757605552673,1,0,1,2674,207,3107,0.721143473570658,0.9375377187688594,0.062462281231140615
2881,Image930,gaddi durbar,99.93684887886047,0,1,0,2674,208,3107,0.721143473570658,0.9372549019607843,0.06274509803921569
2882,Image1764,bhimsen temple,99.93683695793152,1,0,0,2675,208,3107,0.7214131607335491,0.9372549019607843,0.06274509803921569
2883,Image2053,pratap malla column,99.93669390678406,1,0,0,2676,208,3107,0.7216828478964401,0.9372549019607843,0.06274509803921569
2884,Image1381,pratap malla column,99.93628859519958,0,1,1,2676,209,3108,0.7216828478964401,0.9369912571600845,0.06300874283991553
2885,Image197,palace of the 55 windows,99.93588328361511,0,1,0,2676,210,3108,0.7216828478964401,0.9367088607594937,0.06329113924050633
2886,Image1971,bhimsen temple,99.9351441860199,1,0,0,2677,210,3108,0.7219525350593312,0.9367088607594937,0.06329113924050633
2887,Image1601,basantapur tower,99.93467926979065,1,0,1,2678,210,3109,0.7222222222222222,0.9367279300994276,0.06327206990057244
2888,Image1422,vishnu temple,99.934321641922,1,0,0,2679,210,3109,0.7224919093851133,0.9367279300994276,0.06327206990057244
2889,Image1503,gaddi durbar,99.93346333503723,1,0,2,2680,210,3111,0.7227615965480043,0.9367660343270099,0.06323396567299011
2890,Image1024,kumari ghar,99.93340373039246,1,0,1,2681,210,3112,0.7230312837108953,0.9367850692354004,0.06321493076459961
2891,Image1243,siddhi lakshmi temple,99.93320107460022,1,0,6,2682,210,3118,0.7233009708737864,0.9368990384615384,0.06310096153846156
2892,Image1300,chayasilin mandap,99.93311166763306,1,0,2,2683,210,3120,0.7235706580366774,0.9369369369369369,0.06306306306306309
2893,Image120,taleju bell_BDS,99.93305206298828,1,0,1,2684,210,3121,0.7238403451995685,0.9369558691083759,0.06304413089162408
2894,Image1306,siddhi lakshmi temple,99.93127584457397,1,0,5,2685,210,3126,0.7241100323624595,0.9370503597122302,0.06294964028776984
2895,Image1466,kasthamandap,99.93109703063965,1,0,0,2686,210,3126,0.7243797195253506,0.9370503597122302,0.06294964028776984
2896,Image290,dattatreya temple,99.93070363998413,1,0,0,2687,210,3126,0.7246494066882416,0.9370503597122302,0.06294964028776984
2897,Image1161,national gallery,99.93065595626831,0,1,0,2687,211,3126,0.7246494066882416,0.9367695534911598,0.06323044650884024
2898,Image1775,bhimsen temple,99.93021488189697,1,0,0,2688,211,3126,0.7249190938511327,0.9367695534911598,0.06323044650884024
2899,Image1973,narayan temple,99.93017911911011,1,0,1,2689,211,3127,0.7251887810140237,0.9367884961054523,0.06321150389454766
2900,Image1092,indrapura,99.93013143539429,1,0,2,2690,211,3129,0.7254584681769147,0.9368263473053893,0.06317365269461073
2901,Image1903,palace of the 55 windows,99.92983341217041,1,0,4,2691,211,3133,0.7257281553398058,0.9369019138755981,0.06309808612440193
2902,Image1333,bhimsen temple,99.92961883544922,1,0,0,2692,211,3133,0.7259978425026968,0.9369019138755981,0.06309808612440193
2903,Image2055,basantapur tower,99.9295711517334,1,0,2,2693,211,3135,0.7262675296655879,0.9369396294082487,0.06306037059175129
2904,Image1132,taleju temple,99.9294638633728,1,0,1,2694,211,3136,0.7265372168284789,0.9369584702718853,0.06304152972811472
